,Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class,Outlier
382,98315,-0.888493304,-0.509063331,-0.337788826,-1.589984334,0.817857337,-0.906019663,1.859795541,-0.857415279,1.715458486,-1.440445224,0.553801551,-1.962091943,2.748821005,1.57059796,0.738487081,-1.225422921,0.525190596,0.075416407,1.793035664,0.035407201,-0.289201712,-0.015742594,0.833098865,0.556099139,-0.222955187,-0.36115155,0.046184518,-0.16567875,203.59,0,0
383,140905,-2.799810248,-2.196650933,-2.030387061,-0.248958993,3.186599948,-1.681734428,1.617382752,-0.91073748,0.666967683,0.39541287,0.87896347,-0.003790949,-0.492956934,-1.270927148,-0.79981401,0.015740634,-0.095059062,0.613542234,0.585420166,-1.46937982,-0.59582767,0.99624755,1.746593117,0.255020381,0.387692062,0.160593195,0.675467531,-0.533043191,94.36,0,0
384,150403,-0.677845895,0.539965714,-0.676871739,-0.619317384,0.463416952,0.302101794,1.13662141,0.30114569,-0.608774647,-0.86699104,-0.614922051,0.478249185,0.602741534,0.684510181,-0.333317958,0.210947863,-0.956126121,1.229810207,0.92452638,0.2489896,0.535508604,1.253366273,-0.102241054,-1.334298308,0.15617442,0.035083129,-0.004346957,0.099970149,177.2,0,0
385,65096,-0.580684633,-0.26860844,1.385982195,-0.809117351,-0.94246846,-0.033444818,1.316974573,-0.297998743,0.980510003,-1.273376015,-0.956825488,-0.29508075,-0.58501744,-0.099254486,1.552688839,-1.045094614,0.084549026,0.627544656,1.939005595,0.660933359,0.140083036,0.371075716,0.193089487,-0.127965908,0.252981572,-0.508207453,-0.070609998,-0.089715894,251.59,0,0
386,139526,-0.133330444,0.516460084,-1.432434117,-0.101205763,-0.040322134,-0.527470923,1.057739003,0.285733134,-0.349434346,-1.106337037,0.604106743,0.048441097,-0.729995322,-0.169864765,0.120344308,0.537005295,0.277979172,1.418113084,0.075279137,0.135654787,0.461022861,0.933713717,0.304951993,-0.579514344,-0.210149754,-0.142932337,-0.140246136,-0.049473729,197.9,0,0
387,155736,-2.602410757,2.936260296,-2.349846467,-1.65927051,0.211027475,-1.546554526,0.87537328,0.50526472,1.175373217,2.286115187,0.167499484,-0.262039558,-2.177403042,1.081687259,-0.562041457,-0.319988183,-0.498905368,0.360438618,0.008935295,0.834540205,0.023234568,0.631176373,-0.083564393,-0.375042005,0.125783069,0.112747094,0.908510731,0.446386036,0.46,0,0
388,146036,-2.264073518,2.541094888,-1.813439787,-0.902120562,-0.08533975,-0.706509988,0.098713163,0.958040842,0.79913499,1.058090509,0.927568609,0.59703438,-0.697237142,-0.590474242,-0.772564974,0.539144399,0.493106883,0.194231957,-0.235769702,0.522263534,-0.432263789,-0.853526287,0.263235802,0.556828145,-0.188965791,0.058921105,0.001146342,-0.165164555,10.97,0,0
389,68695,-1.31371845,-0.46263134,2.205652071,0.595665658,1.639965194,1.174388864,-0.280100154,0.443844309,-0.059119029,-0.51200738,0.259995322,0.68022386,0.30581015,-0.398083336,0.955648254,-2.112371518,1.476117598,-2.304943411,-0.461958694,0.293541448,0.10506968,0.56893177,-0.067408279,-0.877824506,0.095840633,0.642813628,-0.081187343,-0.150532697,10.75,0,0
390,134497,0.00260924,0.695907719,-2.361850543,-0.457727591,0.837595213,-0.572840555,1.506822258,0.167468265,-0.75716116,-1.023101095,0.34493466,0.145510123,-0.638094457,-0.156937461,-1.353420883,0.330426698,0.397669776,0.6929458,0.055180798,0.052270599,0.290723422,0.491516958,0.280508782,0.217150842,-0.213939547,0.518363694,-0.21739432,-0.049000661,170.13,0,0
391,143043,-4.010282673,-1.968985454,-2.875486163,0.108456506,2.360184186,0.44585561,2.013522371,-0.33129273,0.435606615,1.279256042,1.415767813,0.757771549,-0.120866933,0.634109406,0.603481491,-1.848977886,0.383272624,-1.149888337,0.193553597,-0.977421482,-0.195789094,1.748713342,-0.370354012,-0.485557624,0.326384855,-0.069538794,0.726463452,2.092304186,400,0,0
392,155127,-1.442973864,1.871472576,-0.412045729,-1.06522795,-0.080330966,-0.301762117,-0.270824678,0.936622869,0.621171689,-1.073749281,-1.576849985,0.309477445,0.938881994,-1.202133285,0.424127613,1.025803633,0.307713994,0.585008852,-0.109568032,0.1324133,-0.290207203,-0.796386377,-0.048148141,-1.192424744,0.118890412,-0.187283907,0.114207546,0.091869258,0.77,0,0
393,144215,1.797406986,-0.946468423,0.422849683,0.781547364,-1.130903417,0.762257571,-1.30424665,0.322305494,2.009278632,-0.232854472,-1.407042871,0.88540433,0.778394165,-1.088031326,-0.457688595,0.224069022,-0.330634832,0.07069284,-0.198135281,-0.015041212,0.17688884,0.784756966,0.158697029,0.681892611,-0.383673388,0.363953007,0.039120614,-0.013521689,71,0,0
394,80910,1.561081559,-0.988411511,0.229427754,-1.434862745,-1.357971053,-0.761926783,-0.962511381,-0.186709854,-1.725690984,1.459934997,-1.018496379,-1.341688073,0.02114771,-0.225861854,0.664311701,-0.230690625,0.360257098,0.188406787,-0.052162651,-0.356270072,-0.255729512,-0.358572558,-0.01707176,-0.153407251,0.435986271,-0.17298753,0.026354838,0.01406664,10,0,0
395,54912,-0.190365885,1.224816487,1.143957926,1.321246743,0.452606758,-0.350893519,0.95452444,-0.24136722,-1.115660812,-0.052432853,-0.643557291,0.223606723,1.244469768,0.240762943,1.414785723,-0.734048822,0.029950803,0.104484535,1.704269356,0.260080005,0.060552491,0.284349793,-0.28620298,-0.072177106,0.151093597,-0.116618087,0.142819028,0.12368767,20.64,0,0
396,77666,-2.22275868,-0.359872308,0.993453626,0.299222607,0.57127854,-0.736334096,0.627413788,0.458039758,-1.154892125,-0.927556591,0.68493821,0.767493244,0.231552547,0.776850799,-0.302799227,0.614028352,-0.822298715,0.662066297,-0.450783729,0.53503765,0.363533107,0.109780976,-0.017313953,0.002097163,0.79117922,-0.416262298,-0.134616062,-0.188044973,179.9,0,0
397,1487,1.237890601,0.227157955,0.641062455,0.701950213,-0.680761779,-1.191386842,0.036878548,-0.200164311,0.092734148,-0.052369451,-0.00229957,0.231150028,-0.204879455,0.350868999,1.058631377,0.229073445,-0.277724612,-0.592360342,-0.238866079,-0.13452395,-0.241568213,-0.721825501,0.182887189,0.693724662,0.158355852,0.075928642,-0.031557457,0.021253507,1.29,0,0
398,119104,-1.903185059,1.123423769,0.320920923,-2.917788493,-0.934766475,-0.345602059,-0.394055284,0.1591965,3.200624119,0.287010939,-1.568060563,0.279433117,0.352190426,-0.968947191,1.199774834,0.066717534,-0.984956392,0.889289911,0.331722034,0.26850951,0.222745572,1.214769176,-0.045647732,-0.687042462,-0.91657422,-0.430587897,-0.701291501,-0.265343613,9.99,0,0
399,65364,-1.567236103,1.880021709,1.117280109,0.000721878,-0.61528806,-0.302129255,-0.540170374,-1.884371778,-0.41850464,-0.370592036,0.144067714,0.619306414,0.026747655,0.576663455,0.957025807,-0.116911199,0.431868719,-0.909162236,-0.598438478,-0.543988823,2.169823451,-1.165943436,0.469610396,0.545601112,-0.252571757,0.088669908,0.260610007,0.084795677,1.98,0,0
400,120597,0.634125481,0.281718981,-2.498630841,-1.603415618,3.178904546,3.136309623,0.329561132,-0.230951588,-0.369808734,-0.340233102,-0.241483654,0.117193401,-0.534312119,0.892579314,-0.338363133,-0.599359269,-0.280041296,-0.891974703,-0.438246194,-0.255314615,0.926462027,0.174867826,-0.197088696,0.78858037,0.531941098,0.779622571,0.167003606,0.283012575,29.86,0,0
401,56129,-2.023124339,-0.738609766,0.148854698,1.724527104,-2.264900506,1.425073976,2.760181068,0.411773605,-1.070683648,-0.831704192,1.150155056,1.012610829,0.167073607,0.566405449,-0.515941524,-0.81671924,0.548935329,0.051805075,0.745331627,1.669848262,0.512683368,0.379897385,1.660327547,0.15228263,0.189925769,-0.275232532,0.043861558,0.187562536,753.99,0,0
402,132510,1.605585367,-0.784334632,-1.155434063,1.549752591,-0.464162882,-0.669404215,0.116154066,-0.16282592,0.904726646,0.206756786,-1.374321549,-0.700946,-1.74464915,0.571532887,0.368258607,-0.067123924,-0.360755501,0.383146318,-0.703136889,0.020235133,0.506493984,1.180689881,-0.2632726,-0.079442018,0.271131357,-0.253162752,-0.02181559,-0.019561836,207,0,0
403,79368,-7.537180139,6.107707044,-6.266039175,0.830370511,-4.006380199,-1.561537887,-3.979236602,5.643478998,-0.951011159,0.229856156,-3.041235093,2.22987456,1.464221806,4.017239177,0.340905109,1.166251104,1.771817049,0.456861573,0.450632716,-0.558178944,0.403660818,0.186787502,0.772826206,-0.464423456,0.126069877,-0.333326468,-0.66515103,-0.304011977,1.47,0,0
404,87705,1.918988694,0.065725584,-1.461865936,0.62186469,-0.127508469,-1.547320531,0.256988302,-0.381859826,0.845601183,-0.939989323,0.096171496,0.92544473,0.719849845,-1.744586584,-0.246996946,-0.139138629,1.294492619,-0.171949866,-0.075221414,-0.060269563,-0.193219565,-0.327243719,0.192450651,0.359640638,-0.10227784,-0.123871683,-0.005180421,-0.005253676,46.91,0,0
405,135440,0.00024544,0.912074899,-0.496648655,-0.892788197,1.39642049,-0.054301048,0.919680769,0.084892375,-0.330557109,-0.886397835,0.024438921,-0.354540291,-1.103416556,-0.542461148,-0.830493871,0.736134037,-0.094408592,0.730156053,0.488764221,-0.14855764,-0.23927771,-0.72240236,-0.011394543,-0.271834677,-0.905744149,0.067110149,0.147580724,0.219917008,0.89,0,0
406,137176,1.960489073,-0.615217404,-0.369210415,0.303512273,-0.708809093,-0.001845453,-0.865540184,0.212124445,1.231003982,0.207393004,0.18668601,0.237932511,-1.190868769,0.179454032,-0.133311281,0.631547204,-0.744735265,0.690349935,0.108122331,-0.257070788,0.178428625,0.646569191,0.124556619,-0.443601821,-0.318466715,0.583152788,-0.029041859,-0.064071889,10.8,0,0
407,50410,-0.432179839,1.521035791,1.156346431,2.741658142,0.313394904,-0.214909304,1.000074687,-0.174287963,-1.95545604,1.14312349,1.331493015,0.228567468,-0.094368439,0.68015468,0.185514455,-0.287923115,-0.064219358,0.296344027,1.110151936,0.032118362,0.197220877,0.516211243,-0.103483172,0.550729742,-0.337011671,0.174733595,-0.107824269,0.126000742,28.12,0,0
408,66914,-0.860628235,1.943896743,1.53631505,2.540235964,0.177200093,0.229156442,0.433171464,0.528552716,-2.272491773,0.680464367,1.041438065,0.794014769,0.993339415,0.708860228,0.414476298,0.285851123,-0.167769776,0.069975691,1.487219734,0.257679879,-0.392595017,-1.234069371,-7.45E-05,-0.052178103,-0.037319599,-0.185050907,0.188255227,0.080634956,4.16,0,0
409,137740,1.818916466,-0.598307405,-1.61730209,-0.062501165,0.656132003,0.894672163,-0.197025118,0.245197851,0.389029796,0.154033815,0.916039978,0.752055041,-0.274161502,0.608612132,0.546781626,-0.513903109,-0.033843536,-0.817792363,-0.76968517,-0.154819281,0.40238422,1.2477976,-0.065128757,-1.543098564,-0.075388426,0.981293388,-0.051891519,-0.086864654,72,0,0
410,81256,-4.987366428,4.181940672,-0.852379304,-2.396392118,-1.272425671,-0.673800404,-0.231024551,0.913294541,3.349272935,5.097068945,1.652937255,0.844038548,-0.532472339,-0.776766748,0.354553233,0.289525795,-0.634884064,-0.528611866,-1.412433941,2.338915535,-0.539406665,-0.500344149,0.291022062,-0.035935727,0.630189914,0.823575653,2.034168701,1.161124333,0.75,0,0
411,33394,-2.467109252,0.474870847,1.452957403,-0.734369928,-1.229198779,0.085209633,-0.928232205,0.405651963,0.686721612,-1.328305331,-1.297842516,-0.012687361,-1.461047094,0.217650781,-0.500189366,0.090898128,0.67581452,-0.749705464,-0.438524461,-0.451477428,0.629032141,-0.74747632,-0.177131124,0.119740183,0.099478507,0.900465861,-0.025697671,-0.151950391,51.99,0,0
412,88361,2.089980288,-0.030079028,-1.807557991,-0.082633562,0.827364997,-0.008820323,0.133328912,-0.135844756,0.238485422,0.140112221,0.407445235,1.180829117,1.109775834,0.432349905,0.092027823,0.162635612,-1.098196805,0.549991759,0.32430462,-0.11442981,0.251355726,0.868596674,-0.093490459,-0.146039198,0.391389663,-0.105773897,-0.02068065,-0.068751868,4.49,0,0
413,13607,0.672692676,-0.5262729,-0.374478106,1.56627125,0.245837788,0.252265627,0.5659289,-0.234150893,1.278095133,-0.574492907,-0.128358859,-2.095938452,2.212265797,1.627357321,-0.454358647,-0.438531125,0.57333275,-0.34301291,-0.475853561,0.436028884,-0.023117166,-0.281967494,-0.483503356,-0.78178357,0.761227531,-0.25161103,-0.056034165,0.049382601,307,0,0
414,97459,1.934003047,-0.397051374,0.094602081,0.456762176,-0.635907977,0.02610908,-0.888839961,-0.056449393,2.418072993,-0.455695207,0.279132118,-1.376074059,3.450192547,0.783491607,-0.09333151,0.603622908,-0.032789583,0.160864153,-0.504541976,-0.027055897,-0.089597597,0.11797442,0.31649841,0.7427175,-0.5537928,0.401202941,-0.039162866,-0.029015018,39,0,0
415,54866,-0.772093514,1.230477972,0.903638857,-0.05543993,-0.110026021,-0.246734221,0.149902659,0.673029061,-0.736080977,-0.596630794,1.454548176,0.528774965,-0.53319448,0.232920105,0.473370802,0.438702329,0.237998537,0.023397819,-0.160805059,-0.044904695,-0.146533636,-0.523768812,0.07695081,-0.051615439,-0.25739427,0.088655455,0.127127599,0.021456256,9.03,0,0
416,135198,-1.683019389,1.65362604,-1.078241155,0.87218188,0.481124063,-0.519085893,0.462804244,0.569711939,-0.732743858,0.325201283,-0.060387608,0.378035597,-0.945288658,1.272406129,-0.91316488,-0.674443193,0.164049268,0.361079124,1.201193134,-0.405919172,0.255010656,0.62308027,-0.198010681,-0.393794023,0.015948067,-0.42446736,-0.473147603,0.140559552,11.46,0,0
417,2270,-2.187707205,1.495286442,0.709591428,1.48735044,-1.037784978,1.079047024,-1.168459364,1.824192764,0.680840078,-0.479944314,-2.472735276,0.331080097,-0.875462902,0.154644749,-1.25313269,-1.021163856,1.401983655,-0.588936745,1.538992489,0.059522782,-0.367229256,-0.815584088,-0.072517553,-0.795055004,0.185573307,-0.304250232,0.275004035,0.076575323,8.79,0,0
418,167399,1.901150077,-0.330256884,-1.287718788,0.072213291,0.597431434,0.797369606,-0.236396623,0.331509043,0.424309778,0.125287523,1.238372059,0.831862506,-0.904146253,0.7188717,0.275425258,-0.721854123,0.29669968,-1.616910466,-0.598954255,-0.361561805,-0.179082446,-0.346780255,0.394142988,-1.369170315,-0.551394662,0.297500681,-0.027317237,-0.086267974,1.98,0,0
419,106111,-0.547486061,0.743300704,2.448823941,-0.208697779,0.121349055,-0.008370431,0.383768764,-0.080359962,1.323267292,-0.961401847,1.999887086,-2.129553027,1.066945073,1.554817589,-0.005461815,-0.139445525,0.162103584,0.959405238,0.730685201,0.030669435,-0.252194176,-0.322773222,-0.29447557,-0.098937803,0.19157606,-0.74581995,-0.083423992,-0.156696545,2.12,0,0
420,98207,-2.782796729,3.386941309,-1.897143944,0.681668662,0.18584204,-0.180784623,-0.081743683,-5.167868263,2.215084233,2.200713625,-0.007926112,-2.842514212,0.327834043,2.15919496,-0.293678915,-0.941786518,0.973116007,0.148554443,-0.021739933,-0.629225819,4.390841096,-0.943526455,0.454191229,-0.172384565,-0.448217137,-0.472404133,1.497203037,0.71789291,98.7,0,0
421,84929,-2.100311929,0.939066558,-0.350648469,-1.911946475,-0.910979558,-0.967811999,0.000386664,1.020406599,-0.072412495,-1.941091603,0.654635025,1.701660351,0.693095429,1.203992775,0.149048143,0.227406338,-0.40944672,0.802466768,0.31226407,-0.505810313,0.364893771,0.670665735,-0.374283451,0.066117872,0.178864139,-0.820992618,-0.36641991,-0.214345165,99,0,0
422,82565,1.436225943,-0.21106146,-0.872213468,-0.690966293,-0.073545138,-1.012806935,0.022016362,-0.380624799,-1.15170527,0.268985222,-0.640912138,-0.824586797,0.697987447,-1.016223767,0.533427823,1.272454739,0.802325528,-0.892980569,0.765164026,0.214684333,0.155130362,0.362488075,-0.341025452,-0.471901899,0.930365883,0.008338221,-0.017656179,0.021049781,45,0,0
423,146857,-0.643623129,0.589322189,0.551666736,-0.526787891,1.145107246,-0.505990131,1.326463334,-0.188301044,-0.7670433,-0.859600962,-0.848670614,0.297750873,0.732918981,0.100431102,-0.279977726,-0.325345805,-0.311952337,-0.732019719,0.034833771,0.195167374,-0.115484935,-0.505879468,-0.163098206,0.631301808,0.932471012,0.295920915,-0.163583425,-0.064469567,70.8,0,0
424,35730,1.209085111,0.583635293,-0.030776686,2.306198948,0.286686342,-0.364145378,0.351019998,-0.026324439,-1.058412378,0.951900185,0.608991577,-0.361604432,-1.608053984,1.003553219,-0.300748049,0.693644576,-0.758855476,0.290640456,-0.463169743,-0.243444352,-0.002945119,-0.137653961,-0.138259879,-0.027583414,0.691740962,0.076277201,-0.054053384,-0.006721004,2.74,0,0
425,52468,0.889585931,-1.892013883,0.385774597,-1.080064995,-1.873049869,-0.616399796,-0.644589952,-0.169626728,-1.888085667,1.239167618,0.108589625,-0.632094263,0.447804271,-0.192062318,0.926797321,-0.618239507,0.880000568,-0.733081444,-0.727293754,0.211797027,-0.232075619,-0.948844448,0.030636562,0.344990293,-0.104049499,-0.500905821,-0.00184881,0.07793196,299.98,0,0
426,55189,0.592615629,1.836234277,-2.215122829,1.312091085,1.430891729,-1.071399663,0.891236395,-0.119464837,-0.477275161,-0.736419194,1.83219368,0.185278404,0.638577293,-3.601873324,0.374735198,1.219709491,2.220685296,2.169180106,0.153204003,0.310390495,-0.171714041,-0.165544654,-0.031316785,-0.826182094,-0.303242877,-0.365147664,0.366454074,0.056058766,5.31,0,0
427,143326,2.062974527,0.075889105,-1.793372776,0.395946169,0.429423868,-0.801041952,0.159371486,-0.197443493,0.589071239,-0.36676753,-0.804013904,-0.205639532,-0.472484424,-0.73843612,0.280246905,0.390106115,0.449369375,-0.184823243,0.111871663,-0.163311287,-0.374310387,-1.026001586,0.316953841,0.36401461,-0.260711638,0.181995237,-0.068817722,-0.031212867,13.48,0,0
428,72113,1.124578342,-0.00452099,0.406696876,1.157752173,-0.324118128,-0.100162267,-0.080325946,0.087645391,0.304801385,0.023301014,0.544892192,0.673070874,-0.863848067,0.319599043,-0.817283072,-0.032600623,-0.36727912,0.167451773,0.458383598,-0.120345031,-0.163616666,-0.418734444,-0.093619728,-0.015988173,0.590968466,-0.454235275,0.01801908,0.014014027,37.75,0,0
429,172127,-0.995065333,0.834341093,1.289766079,0.853453867,-0.180300912,0.238875049,-0.121118447,0.656475114,-0.377033835,-0.316817821,0.113378585,0.188327923,-0.81228398,0.596831241,0.126030646,0.354219476,-0.451165245,0.910690608,1.037267409,-0.17235952,-0.032356127,-0.237828672,0.073227559,-0.419520276,-0.329357752,-0.752106407,-0.044690296,0.060167678,25,0,0
430,27415,-0.342992892,1.177171636,1.303683441,0.05554078,0.085005266,-0.960504676,0.767190151,-0.113050481,-0.500326342,-0.533863503,-0.098044023,0.286006886,0.809949591,-0.566930677,0.818477439,0.352001215,-0.03299721,-0.221018749,-0.094418059,0.162531295,-0.254997899,-0.633602703,-0.018997878,0.347371505,-0.135742435,0.069812701,0.249461326,0.099855048,5.35,0,0
431,90378,0.053533027,0.877034508,0.344885181,-0.40242276,0.433492666,-1.022064201,0.835664467,-0.206460751,1.444003606,-0.745228252,-0.329584583,-3.09981354,0.395009234,1.793274806,-0.989276858,-0.019005616,0.343163761,-0.269018078,-0.22333311,-0.155232186,-0.434369363,-0.889836215,0.082929382,-0.213604774,-0.535276237,0.113074819,0.211228858,0.086894404,4.99,0,0
432,21010,-0.931116273,1.49438098,1.06013401,1.416507682,0.132585011,-0.116513642,0.110012501,0.498587427,0.918078696,-1.392838851,0.622139852,-2.125263266,1.8958537,0.370030941,-0.464555122,-0.500994825,2.28492683,0.064837917,0.095052077,0.060963287,-0.324933613,-0.510998723,-0.004538839,-0.086243104,-0.180244331,-0.480780334,0.291770759,0.141845289,16.26,0,0
433,58201,-2.183682355,0.527252708,-1.660583042,-1.399087616,-1.377738321,1.585680664,2.033613044,0.506115385,-0.1790675,-0.82169578,-0.627140642,0.319284942,-0.042415785,0.576125616,-0.889003419,0.760780558,-0.664226855,0.005935134,0.194115525,-0.83585589,-0.118696417,0.156585935,-0.029174552,-1.592009572,-0.277632384,0.936169914,-0.098514869,-0.096617775,429.16,0,0
434,91829,0.017168524,1.547521625,-1.764018152,0.208773952,0.952139995,-1.139902636,0.352559866,0.312107656,1.07886592,-1.827299487,2.086883447,-2.769874898,0.705005225,-0.560124706,-0.42950111,1.035269349,2.406770429,2.397859383,-0.379303807,-0.123056912,0.055483308,0.463650917,-0.159760659,-0.774600452,-0.251132303,-0.157259935,0.166080635,0.020163228,4.25,0,0
435,72828,-1.142801252,1.409179955,-0.64674146,-1.254767197,2.420123044,3.376525106,-0.204953696,0.135929509,0.019185369,0.357833218,0.035795904,-0.251040035,-0.096891021,-0.410269542,1.123010021,0.670275803,-0.445253265,0.296746904,0.215836484,0.273383843,0.391298734,-1.307445239,0.115662548,0.913466453,0.111611581,0.092952191,0.369318089,0.217595301,1.79,0,0
436,127794,1.512073462,-0.365040252,-0.729222863,3.860287283,0.369105612,1.302906704,-0.068637453,0.229987982,-0.531982721,1.358247627,-0.468220313,0.572811464,0.101060139,-0.1669605,-2.56715601,0.771376976,-0.860551844,0.248504876,-0.82653515,0.148003865,0.216173542,0.400667475,-0.139101198,0.215019601,0.097146464,0.092322202,-0.048545181,-0.02068774,199.25,0,0
437,79520,-3.262385381,-1.724307381,0.767517997,-0.06893728,3.462643275,-1.692158124,-1.09701405,-0.175131705,0.503040649,0.098524652,-1.465311793,-0.349705566,-0.587457861,-0.047456929,0.051696486,-0.002654089,-0.403379637,-0.811230855,-0.257336537,-1.649489051,-0.43720118,-0.161410233,-1.518440205,-0.734245466,0.203632458,0.48694929,0.097468489,0.10261835,0.01,0,0
438,156402,-0.040400777,-0.847883416,0.350795537,-1.840283179,-0.193622721,-1.149375473,0.538110161,-0.607404242,-2.621826605,1.361511977,-0.704615541,-1.237043505,0.612455856,-0.213167109,0.352177799,-1.261852024,0.726535973,-0.219224043,0.826676821,0.156137974,-0.15445129,-0.126610304,0.281997336,-0.051327432,-0.647790491,-0.244788598,-0.017856709,-0.022729621,110,0,0
439,928,1.040171723,-0.631707133,-0.428629885,0.050157343,0.030964989,0.443175987,-0.054278969,0.128923865,0.485088061,-0.091347927,-0.573285754,-0.241048821,-1.205822847,0.465186944,-0.098482295,0.685985329,-0.86845315,0.577492236,1.133986108,0.183563174,-0.23328752,-1.001867828,-0.280003292,-1.38600351,0.421703275,0.523336815,-0.087757155,0.006541315,158,0,0
440,149874,-1.057155796,0.801346194,-0.610147914,2.949627701,2.383922526,0.216303872,1.347547502,-0.169201726,-2.019638177,1.570842853,-0.18370332,-0.36906548,-0.606536562,0.635301435,-1.962566968,0.357774531,-0.896239483,0.110643438,-0.518450919,-0.643449969,0.188927613,0.899628505,0.380526506,0.219612706,-0.391840711,0.05169923,-0.06952606,0.217618382,15.13,0,0
441,159041,-0.753283423,0.833803647,0.45886519,-0.482926554,1.632307629,-0.340809068,0.839526588,0.004119187,-0.582745655,-1.204726029,-1.183330465,-0.706900472,-0.317031841,-0.850666292,0.375927663,0.188703089,0.544742614,0.06183576,0.712897105,0.139120907,-0.366250014,-1.174582846,-0.298115824,-0.069955396,0.530686862,0.417761335,-0.033797783,0.075586917,1.29,0,0
442,160554,1.843023537,-0.750826436,0.977272871,1.84160664,-1.482300106,0.711227449,-1.506603051,0.431667437,2.48874559,-0.171969535,-1.914010408,0.588243592,-0.562226483,-1.163071014,-1.509350732,-0.26438332,0.042054851,0.143780421,-0.217102629,-0.331512145,0.113581175,0.920734983,0.14094172,0.000147015,-0.157496912,-0.468527368,0.136603456,-0.020362953,1,0,0
443,135673,2.264114979,-1.393611308,-0.900623124,-1.666305893,-1.161537613,-0.39288435,-1.180470034,-0.093440559,-1.427920943,1.721223646,0.42662772,-0.067397906,0.614981794,-0.310534062,-0.832533663,-0.319378394,0.150889177,0.374250785,0.223110387,-0.409769801,-0.159280374,0.050296063,0.203551417,-0.483440158,-0.224505793,-0.192079304,0.015625627,-0.062153077,16.89,0,0
444,120143,-0.356203451,1.175001744,-1.501871979,-1.317788628,1.230242074,-0.95759535,1.18365046,0.182767851,-0.613758909,-0.503244789,-0.433407264,-0.117185072,-1.091793935,1.369529329,-0.737853044,-0.005680643,-0.796293066,0.602404308,0.538389007,-0.188846064,0.267282907,0.758486896,-0.313318851,-1.010123786,-0.210761049,0.137049433,0.258205454,0.178038333,7.7,0,0
445,80394,1.146172783,0.461354723,-0.249421852,1.231172908,-0.057217124,-1.058849848,0.304020019,-0.106757361,-0.298115805,-0.243617225,1.656863877,0.200901253,-1.246884325,-0.225468465,0.291507518,0.465373915,0.386677013,0.743783251,-0.235866551,-0.132629032,-0.023836283,-0.152447282,-0.106136608,0.421609994,0.628678009,-0.386817879,0.002301126,0.034925958,26.67,0,0
446,1634,-0.717012062,1.315004937,0.900441033,0.35677641,0.470369476,-0.289808661,0.819432575,-0.098326964,-0.238008155,0.230002466,-1.148534293,-0.008816571,0.858061605,-0.130539717,0.745163269,0.240733462,-0.829864993,0.246673048,-0.073762464,0.1932255,0.015788929,0.291281395,-0.27698069,-0.43291065,0.495350008,-0.257433593,0.291671986,0.12201397,17.39,0,0
447,71410,-2.045161451,-1.253419895,2.506613894,-1.397024663,-0.550114864,-1.009048562,-1.597019278,0.765314939,-1.258052918,-0.218221952,1.203319892,0.190025559,0.502382031,-0.211884781,0.014517992,2.102830079,-0.258358437,-0.064985899,-0.204502959,0.44272258,0.724880145,1.290022232,-0.323455092,0.586361232,0.286559374,-0.16982691,-0.028197831,-0.22081265,13.31,0,0
448,135510,2.062918305,-0.078861507,-1.069042375,0.42213179,-0.186364589,-1.229742341,0.154297148,-0.31065242,0.6069341,0.086448311,-0.807400439,0.209992081,-0.373002348,0.36240997,0.087020296,-0.08748441,-0.259974855,-0.819298958,0.145962176,-0.254230946,-0.294174426,-0.732677553,0.347252595,0.034349502,-0.31400827,0.196927407,-0.073415232,-0.060921693,0.99,0,0
449,155813,1.957509314,1.224354995,-1.886816773,4.017156608,1.304619611,-0.416296066,0.488543866,-0.16674037,-1.113477649,0.296261478,-0.871371325,-0.623542638,0.424787058,-2.638616997,-0.607525335,1.842704417,1.137860984,0.556060821,-1.484762925,-0.17157843,-0.466491897,-1.276406207,0.224189278,-0.960970038,-0.146330404,-0.301928832,-0.000647587,0.011491387,2.71,0,0
450,98213,-0.129660453,1.012501513,-0.800336743,-0.910485926,1.534876575,-1.296511403,1.564830228,-0.48779503,0.8711412,-0.863000284,-0.075688125,-2.666929735,1.470250806,2.13210179,-0.864974268,-0.63594819,0.262669549,-0.030701144,-0.286449251,0.000906482,0.107288159,0.657082815,-0.139027194,0.653049135,-0.28018967,0.019849787,0.351370004,0.272818896,25.15,0,0
451,59880,-1.373954728,1.132150552,0.601800843,1.162157844,-0.478413358,-1.255558435,-0.108892129,0.656065523,-0.839601022,-0.522278427,-0.608013956,0.051253451,-0.409455421,1.086261519,1.006619236,-0.144480541,0.295397338,0.134556211,0.306476005,-0.267935078,0.276676739,0.45642784,-0.151382591,0.729929884,-0.318758457,-0.365995915,-0.150807853,-0.071954035,13.51,0,0
452,35368,0.682950632,-1.768939935,1.387957435,-0.905886453,-1.741990726,1.314714485,-1.381053397,0.653263911,2.869941132,-1.48741167,0.904782529,1.887435223,-0.548837205,-0.845883298,-0.842362494,-1.461917296,0.918627729,-0.291515842,0.70769034,0.207442918,0.29347512,1.066672344,-0.291634205,-0.151669696,0.31011251,0.262059851,0.093597819,0.044951503,197.4,0,0
