,Unnamed: 0,Observation, Year, Month, Day, Date, Latitude, Longitude, Zonal Winds, Meridional Winds, Humidity, Air Temp, Sea Surface Temp,Outlier
1414,109809,109810,95,4,3,950403,5,156.05,-2.2,-1,86.1,26.82,28.85,0
1415,153058,153059,92,9,29,920929,8,164.99,0.5,4.3,82.8,28.48,29.57,0
1416,8377,8378,93,3,22,930322,-0.02,-124.37,-2.7,1.4,86.6,25.19,26.54,0
1417,45858,45859,92,5,8,920508,2.03,137.02,-0.3,-0.3,78.1,28.61,29.55,0
1418,61513,61514,95,1,3,950103,2,165.03,-0.3,-3,79.9,27.84,29.03,0
1419,91544,91545,93,10,15,931015,-2,-94.97,-2.4,3.4,82.8,22,22.11,0
1420,33175,33176,97,12,21,971221,0.04,-179.81,-1.8,-4.9,84.5,28.22,29.3,0
1421,145639,145640,94,3,6,940306,8.04,-110.15,-5.9,-3.1,84.4,27.9,28.27,0
1422,28903,28904,94,5,4,940504,-0.04,-170.02,-4.4,-0.3,86.1,28.03,27.79,0
1423,21654,21655,92,9,24,920924,0,157.5,-3.9,3.6,81.6,28.48,29.01,0
1424,128229,128230,96,10,23,961023,-5,-139.91,-7.2,-0.7,78,26.48,26.58,0
1425,65361,65362,95,1,30,950130,2.02,-179.86,-4.8,-1.3,79.8,29.77,29.58,0
1426,166837,166838,98,2,1,980201,-8.27,-154.96,9.7,-1.3,81.8,28.64,29.47,0
1427,9867,9868,97,4,28,970428,-0.19,-124.38,-5,2.8,84,27.01,27.14,0
1428,9615,9616,96,8,11,960811,-0.23,-124.36,-5.8,1.5,79.3,23.46,23.19,0
1429,107437,107438,95,1,30,950130,5,-154.95,-7.5,-1.7,89.5,27.42,28.3,0
1430,28886,28887,94,4,17,940417,-0.04,-170.02,-6.3,0.3,87.2,27.76,27.38,0
1431,74354,74355,97,12,7,971207,-2.04,-124.89,-6.1,2.6,76.1,28.41,29,0
1432,103230,103231,97,8,28,970828,4.92,-139.84,-0.1,4.6,78,28.68,29.66,0
1433,20063,20064,93,7,9,930709,0,156.02,0.5,-1.7,75.5,28.29,29.52,0
1434,125420,125421,96,10,4,961004,-5.02,-124.97,-6,-1.1,80.3,25.16,25.46,0
1435,137111,137112,93,1,20,930120,-5.02,-169.99,-4.6,-1.4,73.8,28.83,29.42,0
1436,80066,80067,97,1,17,970117,-1.99,-155.02,-6.7,-3.5,78.5,26.59,26.87,0
1437,145517,145518,93,11,4,931104,8.04,-110.15,-1.9,3.5,91,25.79,27.62,0
1438,62582,62583,97,12,7,971207,1.99,165.02,4.5,-0.7,78.6,29.01,29.92,0
1439,110477,110478,97,1,30,970130,4.99,156.07,-1.3,-3.4,79.6,28.4,29.76,0
1440,66647,66648,93,5,14,930514,1.98,-95.03,-4,5.5,86.7,26.76,27.45,0
1441,91606,91607,93,12,16,931216,-2,-94.96,-1.4,4.2,79.9,23.02,23.2,0
1442,79872,79873,96,7,7,960707,-1.98,-154.99,-7.2,-0.3,85.7,27.43,27.84,0
1443,33123,33124,97,10,24,971024,0,-179.86,5.7,-0.1,87.8,26.54,28.85,0
1444,78154,78155,97,8,8,970808,-2,-139.96,-6.5,1.9,65.7,27.99,28.48,0
1445,66816,66817,94,5,5,940505,1.98,-95,-2.4,5,81.3,26.45,28.14,0
1446,122945,122946,94,6,5,940605,-4.99,-109.99,-6.1,1,83,26.24,26.28,0
1447,62591,62592,97,12,16,971216,1.99,165.02,-3.4,-1.2,86.4,27.42,29.25,0
1448,79738,79739,96,2,24,960224,-1.98,-155,-3.8,-1.9,84.5,25.83,26.29,0
1449,86750,86751,97,8,8,970808,-1.91,164.41,1.7,4.9,78.8,28.67,28.95,0
1450,151653,151654,97,11,1,971101,8.01,156,-4.5,7,83.4,27.67,28.31,0
1451,109523,109524,94,5,10,940510,5,156.05,-4.4,4.2,87.4,27.27,29.12,0
1452,53096,53097,93,2,16,930216,2.01,-155.05,-6.6,-0.4,81.3,25.8,26.42,0
1453,77624,77625,95,12,14,951214,-1.99,-139.95,-4.8,-2,91.9,24.17,23.82,0
1454,96096,96097,94,9,17,940917,5.06,-109.97,1.5,5.5,84.9,25.88,27.49,0
1455,92311,92312,95,11,21,951121,-1.99,-95,-2.7,4,91.4,21.09,20.98,0
1456,92661,92662,96,11,5,961105,-2,-95.01,-3.7,2,94.7,20.2,19.96,0
1457,118762,118763,94,9,4,940904,5.01,-95,0.4,5.1,83.1,25.61,27.01,0
1458,105569,105570,96,7,20,960720,4.96,147.04,5.3,0.4,80.8,27.88,29.79,0
1459,25857,25858,97,2,6,970206,0,165,0.3,1.8,78.7,27.72,29.65,0
1460,169405,169406,93,1,7,930107,-8,-170.02,-2.4,-1.2,82,28.43,29.46,0
1461,106687,106688,93,1,10,930110,5,-154.89,-4.7,2.5,72.7,27.3,28.25,0
1462,99171,99172,97,8,4,970804,5.13,-124.86,-0.5,6,75.7,28.33,28.84,0
1463,90480,90481,96,6,1,960601,-1.99,-179.87,-4.2,-0.6,75.5,28.07,28.48,0
1464,70770,70771,94,5,13,940513,-2.01,-109.99,-5.8,2,89.2,25.85,25.96,0
1465,28691,28692,93,10,4,931004,-0.04,-170.05,-7.9,1.7,74.6,28.23,28.2,0
1466,62018,62019,96,5,22,960522,2,164.99,-3.8,0.4,78.8,28,29.23,0
1467,25279,25280,94,11,1,941101,0,165.03,1.7,3.8,75.7,28.49,29.29,0
1468,12992,12993,92,3,6,920306,0.02,-140.04,-3.8,-1.4,80.3,27.46,28.27,0
1469,114929,114930,92,12,24,921224,4.99,-169.98,-3.9,-0.4,84.4,27.98,29.35,0
1470,78305,78306,98,1,6,980106,-2.02,-139.97,-3.4,-2.1,81.9,28.54,29.91,0
1471,72492,72493,92,11,1,921101,-2.03,-124.9,-7.9,0.7,86.2,24.4,24.52,0
1472,76285,76286,91,12,12,911212,-1.46,-139.45,-4.8,-3,76.2,27.83,27.83,0
1473,145753,145754,94,6,28,940628,8.04,-110.14,1.6,3.8,80.9,27.46,28.79,0
1474,103072,103073,97,3,23,970323,4.92,-139.84,-4.4,-4.6,84.1,26.92,27.12,0
1475,148357,148358,96,4,4,960404,8.04,-125.02,-5.3,-6.7,83.6,27.42,27.44,0
1476,21913,21914,93,6,10,930610,0,157.5,0,-1.7,85.9,27.44,29.39,0
1477,28232,28233,92,7,2,920702,-0.03,-170.01,0.2,-1.4,73.4,27.51,28.72,0
1478,99075,99076,97,4,30,970430,5.13,-124.87,-3.7,1.8,79.1,27.94,28.36,0
1479,62211,62212,96,12,1,961201,2,164.97,-5.1,1.2,70.5,28.12,29.36,0
1480,21651,21652,92,9,21,920921,0,157.5,3.1,5.4,81.3,27.98,29.32,0
1481,24657,24658,93,2,8,930208,0.37,165.16,0.2,1.1,77.9,28.84,29.81,0
1482,165972,165973,95,8,5,950805,-8.28,-154.96,-8.2,0.7,82,27.68,28.41,0
1483,17805,17806,93,8,16,930816,0,-155.02,-7.7,0,76.8,27.16,27.7,0
1484,71937,71938,97,12,9,971209,-1.98,-110.01,-4.8,5.1,81.7,27.7,28.17,0
1485,113958,113959,96,8,14,960814,5.04,165,-3.4,-1.1,76.9,28.86,29.95,0
1486,129728,129729,93,12,31,931231,-4.97,-154.99,-5.9,-2,74.7,27.68,27.84,0
1487,31824,31825,94,1,12,940112,0.03,-179.89,-2.9,-3.5,78.7,28.18,28.84,0
1488,169300,169301,92,9,24,920924,-8,-170.04,-3.1,-3.3,78.5,28.87,29.7,0
1489,165840,165841,95,3,26,950326,-8.27,-154.99,-6.5,-0.6,75.6,29.26,29.54,0
1490,163295,163296,94,7,5,940705,-8.02,-124.96,-7.7,0.5,76.2,26.3,27.17,0
1491,42476,42477,94,9,21,940921,2.04,-110.1,-3.9,4.1,75.3,23.64,25.38,0
1492,127883,127884,95,11,12,951112,-5.01,-139.91,-8,-2.5,80,25.89,25.91,0
1493,115973,115974,95,11,3,951103,4.98,-169.95,-5.8,3.4,81.8,27.91,28.35,0
1494,51500,51501,91,2,28,910228,1.98,147.01,-2.4,-5.8,78.1,28.96,29.48,0
1495,129880,129881,94,6,1,940601,-4.99,-154.99,-1.1,-0.5,72.8,27.68,29.25,0
1496,73817,73818,96,6,18,960618,-2,-124.95,-4.8,-1.3,89.8,25.28,25.22,0
1497,56574,56575,97,12,14,971214,2.08,156.22,3.8,3.7,85,27.46,29.67,0
1498,114810,114811,92,8,27,920827,4.99,-169.99,-3.6,1.2,73.8,28.02,29.5,0
1499,173865,173866,96,10,23,961023,-8.03,-95.09,-7.1,3.3,84.4,20.36,21.84,0
1500,53300,53301,93,9,8,930908,2.01,-155.08,-2.5,-2.5,73.6,26.69,27.83,0
1501,114775,114776,92,7,23,920723,4.99,-169.98,-2.3,0.8,79.3,28.38,29.67,0
1502,15569,15570,94,6,4,940604,0,147.09,-3.8,2.7,86.2,28.2,29.44,0
1503,115735,115736,95,3,10,950310,5,-169.99,-4.9,-2.3,87.7,27.09,28.74,0
1504,123921,123922,98,1,1,980101,-4.98,-109.99,-8.6,3.9,86.6,27.28,27.92,0
1505,127331,127332,94,5,9,940509,-4.99,-139.92,-5.8,0.1,80.8,27.72,28.41,0
1506,87350,87351,93,1,7,930107,-2.16,-170.02,2.2,0.3,82.4,28.12,29.12,0
1507,126113,126114,91,1,7,910107,-5.01,-139.97,-7.3,-2.8,77.7,26.78,26.74,0
1508,148097,148098,95,7,19,950719,8.02,-125.02,0.8,2.1,92.2,24.64,27.57,0
1509,72263,72264,92,3,17,920317,-2.04,-124.92,-3.3,1.1,88.3,27.08,27.82,0
1510,173416,173417,95,8,1,950801,-8.03,-95.1,-6.5,6.3,80.2,21.78,22.81,0
1511,124386,124387,92,8,24,920824,-5.03,-124.87,-5.7,3.9,84.8,25.82,26.26,0
1512,121841,121842,91,5,28,910528,-4.99,-110,-5.5,2.8,78.9,26.61,26.74,0
1513,88802,88803,97,1,14,970114,-2.16,-170.03,-6,-4.5,80.3,27.77,27.92,0
1514,106400,106401,92,3,29,920329,5,-154.87,-5,-1.8,85.5,28.1,28.66,0
1515,146031,146032,95,4,2,950402,8.05,-110.15,-3.1,0.8,78.9,28.19,29.03,0
1516,140656,140657,94,4,30,940430,-4.99,-95,-2.7,4.5,80.9,26.69,26.36,0
1517,164167,164168,96,12,3,961203,-7.97,-125.02,-4.9,-3,76.5,25.48,26.36,0
1518,15458,15459,94,2,21,940221,0,142.97,6.8,0.1,86.8,27.64,28.81,0
1519,115021,115022,93,3,26,930326,4.98,-169.97,-6,-1.7,85.2,26.63,28.37,0
1520,164855,164856,92,7,14,920714,-8.27,-154.95,-7,3.9,79.7,27.38,29.12,0
1521,174190,174191,97,9,13,970913,-8.01,-95.09,-6,4.5,80.4,24.4,25.16,0
1522,139363,139364,94,5,27,940527,-4.97,-179.89,-7.6,0.8,82.1,29.43,29.54,0
1523,8753,8754,94,4,2,940402,0.01,-124.35,0.9,-5,85.9,25.75,25.85,0
1524,5659,5660,97,12,19,971219,0.03,-109.98,-3.6,2.9,83.4,27.61,29.03,0
1525,106973,106974,93,10,23,931023,5.01,-154.91,-2.1,5.4,75.4,27.93,29.16,0
1526,119936,119937,97,12,3,971203,5.02,-94.89,0.4,-0.9,85.9,27.71,29.05,0
1527,98424,98425,95,3,1,950301,5.07,-124.97,-6.9,-2.7,85.4,27.41,27.76,0
1528,79304,79305,94,8,14,940814,-1.99,-155,-4.2,-1.2,73.2,27.69,28.6,0
1529,66963,66964,94,11,14,941114,2,-95,-1.8,7.7,87.3,24.91,26.36,0
1530,95960,95961,94,5,4,940504,5.02,-109.97,1.1,6.2,95,26.29,26.96,0
1531,160771,160772,93,5,7,930507,-8.02,-109.93,-8.1,2.1,86.3,27.02,27.7,0
1532,78411,78412,98,4,22,980422,-2.02,-139.97,-0.8,-6,81.1,28.78,29.62,0
1533,92417,92418,96,3,6,960306,-1.99,-95.01,2,1.4,86.5,26.65,26.95,0
1534,154596,154597,97,6,15,970615,8,165.08,-2,0.1,85.9,27.34,29,0
1535,32016,32017,94,7,23,940723,0.04,-179.88,-2,1.8,73.6,29.23,30.01,0
1536,146191,146192,95,9,9,950909,8.05,-110.13,2.9,8.2,92.3,25.88,27.69,0
1537,101924,101925,94,1,30,940130,5.02,-140,-5.7,0.6,90.8,26.14,26.56,0
1538,148629,148630,97,1,1,970101,8.03,-125,-4.8,-5.3,78.9,26.12,26.77,0
1539,98450,98451,95,3,27,950327,5.08,-124.96,-7.4,-2.1,90,26.8,27.93,0
1540,155918,155919,95,4,2,950402,8,-170.02,-5.4,-5.9,83.1,27.67,28.18,0
1541,104709,104710,94,1,29,940129,4.97,147.03,-3.5,0.8,88.5,27.34,28.1,0
1542,44462,44463,94,7,30,940730,1.97,-125.08,-6.1,4.1,85.8,23.78,24.4,0
1543,43591,43592,98,1,14,980114,2.07,-110.87,-2.4,-4.7,81.1,28.74,28.97,0
1544,20230,20231,93,12,23,931223,0.01,156.03,4.5,-1.1,83,27.18,29.12,0
1545,177694,177695,97,5,26,970526,8.97,-140.34,-3.3,-2.2,90.3,27.21,27.64,0
1546,85610,85611,94,6,25,940625,-1.94,164.38,-0.9,-0.8,78,28.61,30.02,0
1547,19338,19339,97,10,27,971027,0,-154.72,8,2.7,81.3,27.51,29.72,0
1548,123569,123570,97,1,14,970114,-4.98,-110.01,-4.7,1.2,77.9,23.87,24.56,0
1549,147422,147423,93,9,12,930912,7.99,-124.99,-1.5,8.3,82.2,27.05,27.77,0
1550,161806,161807,96,3,7,960307,-8.05,-109.92,-5.6,4.5,83.7,26.47,26.83,0
1551,108337,108338,97,7,18,970718,4.98,-154.93,-2.4,-4.3,84.6,28.03,29.41,0
1552,78307,78308,98,1,8,980108,-2.01,-139.97,-1,-2.2,88.5,26.92,29.67,0
1553,66035,66036,96,12,4,961204,2.01,-179.8,-2,2,74.4,28.1,29.1,0
1554,124206,124207,92,2,26,920226,-5.04,-124.87,-7.2,0.6,80.1,27.83,27.86,0
1555,88774,88775,96,12,17,961217,-2.16,-170.02,-5.4,-3,78.9,27.31,27.41,0
1556,157228,157229,94,9,17,940917,8,-179.88,-1.5,-0.2,77,29.06,30.26,0
1557,42761,42762,95,7,3,950703,2.04,-110.11,-4.3,3.6,82.6,24.68,25.05,0
1558,62532,62533,97,10,18,971018,1.98,165.02,1.4,-1.1,77,28.54,29.45,0
1559,108567,108568,98,3,5,980305,4.98,-154.93,-6.8,-4.9,80.8,27.71,28.2,0
1560,117572,117573,95,3,20,950320,5,-179.91,-2.7,-2.4,84.5,27.42,28.57,0
1561,117268,117269,94,5,20,940520,5.01,-179.9,-3.4,-2.8,80.5,28.46,28.78,0
1562,91947,91948,94,11,22,941122,-1.99,-94.98,-4.2,2.8,75.8,23.07,23.5,0
1563,164657,164658,98,4,7,980407,-7.96,-125.01,-0.5,-0.4,79.2,28.81,29.62,0
1564,44414,44415,94,6,12,940612,1.96,-125.08,-4.6,1.3,78.5,26.82,27.75,0
1565,71592,71593,96,8,12,960812,-2,-110.01,-7,3,82.1,23.45,23.35,0
1566,107495,107496,95,3,29,950329,5,-154.94,-5.3,-3.5,83.1,27.46,28.25,0
1567,113382,113383,95,1,16,950116,5.04,165,-4.5,-4.5,86.3,28.11,28.63,0
1568,79963,79964,96,10,6,961006,-1.97,-155.02,-5.2,2.5,78.5,26.59,26.79,0
1569,152980,152981,92,7,13,920713,8,165,-3.4,-1.3,80.5,27.75,28.79,0
1570,123808,123809,97,9,10,970910,-4.98,-109.99,-7.9,5.2,76.9,26.27,26.85,0
1571,99257,99258,97,10,29,971029,5.14,-124.87,-2.9,1.1,84,27.62,29.33,0
1572,139663,139664,95,3,23,950323,-4.98,-179.94,-3,0.2,79.2,28.9,30.15,0
1573,123323,123324,95,6,18,950618,-4.97,-109.98,-6.7,0.4,76.8,25.64,26.06,0
1574,115428,115429,94,5,7,940507,4.97,-169.97,-6.1,-3.8,85.7,27.53,28.15,0
1575,130214,130215,95,5,1,950501,-4.99,-154.97,-4.6,-2.6,84.1,27.6,28.87,0
1576,118682,118683,94,6,16,940616,5.03,-95,0.3,7.2,80.2,26,27.83,0
1577,115730,115731,95,3,5,950305,4.99,-169.98,-3.8,-1.1,84,27.87,29.06,0
1578,129854,129855,94,5,6,940506,-4.98,-154.98,-5.4,-0.1,74.2,28.74,29.28,0
1579,165954,165955,95,7,18,950718,-8.29,-154.95,-6.4,-3.2,76.9,28.35,28.85,0
1580,67674,67675,97,11,21,971121,1.98,-95,-4.4,5.4,85.9,27.18,28.33,0
1581,56757,56758,98,6,15,980615,2.07,156.2,-2.9,-3,84.2,27.06,29.11,0
1582,50665,50666,96,7,21,960721,1.98,-140.01,-7.9,1.5,81.6,26.05,26.15,0
1583,81822,81823,95,7,21,950721,-2,156,-4.8,0.3,72.8,28.95,30.15,0
1584,125958,125959,98,3,26,980326,-5.02,-124.94,3,-1.1,80.7,28.67,29.66,0
1585,138604,138605,97,7,27,970727,-5.01,-169.98,-6.1,0.1,79.7,28.99,29.26,0
1586,62023,62024,96,5,27,960527,2,164.99,-1.7,1.1,76.7,27.84,29.28,0
1587,140147,140148,97,1,30,970130,-5.02,-179.9,-7,-1.2,73.4,28.8,29.2,0
1588,77272,77273,94,12,27,941227,-2,-139.96,-8.3,-1.3,75.2,26.53,26.89,0
1589,153956,153957,95,3,16,950316,8.04,165.07,-4.3,-5.5,79.4,27.86,28.12,0
1590,25305,25306,94,11,27,941127,0,165.03,0.2,-1.8,75.3,29.08,30.17,0
1591,45981,45982,92,9,8,920908,2.02,137.02,-2.4,1.8,75.4,28.99,29.42,0
1592,80503,80504,98,3,30,980330,-2,-154.98,0.1,-3.4,80.6,27.61,29.08,0
1593,45344,45345,97,2,1,970201,1.98,-125.06,-6.3,0.6,85.7,24.46,24.25,0
1594,53764,53765,94,12,16,941216,1.99,-155.01,-6.4,0.1,77.4,27.69,28.36,0
1595,99130,99131,97,6,24,970624,5.13,-124.87,-1.1,0.4,85.5,26.89,28.49,0
1596,51887,51888,93,2,3,930203,1.91,147.05,0.8,-4.6,81.6,28.38,29.08,0
1597,43500,43501,97,10,15,971015,2.06,-110.86,-1.9,1.2,83.2,26.36,28.59,0
1598,92520,92521,96,6,17,960617,-1.99,-95.11,-5.6,3.4,90.4,22.78,22.87,0
1599,113975,113976,96,8,31,960831,5.05,165,-2.6,0.4,80.2,28.35,29.94,0
1600,98925,98926,96,12,1,961201,5.13,-124.87,-2.4,6.9,79.9,25.24,26.24,0
1601,98020,98021,94,1,21,940121,5.06,-124.99,-5.6,2.7,84.6,26.44,27.35,0
1602,98468,98469,95,4,14,950414,5.08,-124.96,-4.8,-0.8,91.2,26.26,28.35,0
1603,118834,118835,94,11,15,941115,5.02,-95,-0.2,7.7,86.4,26.31,27.16,0
1604,61651,61652,95,5,21,950521,2,165.03,-2.2,1.5,77.8,28.91,29.88,0
1605,113244,113245,94,8,31,940831,5.04,165.01,-1.4,4.2,86.3,27.83,29.84,0
1606,8556,8557,93,9,17,930917,-0.04,-124.37,-5.5,1.3,85.9,24.03,24.35,0
1607,21683,21684,92,10,23,921023,0,157.52,1.1,-4.3,77.3,28.94,29.83,0
1608,155906,155907,95,3,21,950321,8.01,-170.01,-6.4,-3.2,76.9,28.2,28.11,0
1609,149735,149736,94,10,31,941031,7.96,-154.99,1.4,-1.3,74.6,28.19,29.35,0
1610,55900,55901,95,7,23,950723,2,156.08,-0.2,0.4,71.7,28.71,30.28,0
1611,70345,70346,93,3,14,930314,-2,-109.99,-1.7,-2.2,84.8,27.23,27.74,0
1612,14910,14911,97,12,4,971204,0.02,-139.92,-0.9,-0.6,85,26.18,29.54,0
1613,139776,139777,95,7,14,950714,-4.99,-179.95,-1.2,-2.7,80,27.97,29.45,0
1614,162353,162354,97,9,5,970905,-8.05,-109.92,-4,1.9,78,25.41,26.32,0
1615,105281,105282,95,10,6,951006,4.96,147.04,-0.3,-0.7,70.7,29.2,30.59,0
1616,88877,88878,97,3,30,970330,-2.16,-170.02,2.1,2.4,82.9,27.66,28.49,0
1617,78722,78723,92,7,24,920724,-2.02,-154.98,-6.3,-2.7,75.8,27.58,28.51,0
1618,32968,32969,97,3,1,970301,0,-179.9,-4.4,-2.6,76.7,27.34,28.03,0
1619,141412,141413,96,5,25,960525,-5.01,-95.09,-5.4,3.1,76,24.79,25.52,0
1620,46610,46611,94,5,30,940530,2.02,136.99,-5.3,0.9,81.6,28.04,29.28,0
1621,20019,20020,93,5,26,930526,0.01,156.02,-3.2,-1.6,83.1,27.79,29.26,0
1622,149072,149073,98,3,20,980320,8.02,-125.01,-4.5,-6.4,82.3,26.65,27.14,0
1623,173679,173680,96,4,20,960420,-8.02,-95.1,-5.3,6.1,89.8,25.9,26.8,0
1624,164597,164598,98,2,6,980206,-7.97,-125,-2.8,0.9,75.8,28.37,29.13,0
1625,17557,17558,92,12,11,921211,0.01,-155.01,-4.3,-1,77.7,26.7,27.35,0
1626,70332,70333,93,3,1,930301,-2,-109.99,-2.4,-0.8,87.5,25.6,26.69,0
1627,98034,98035,94,2,4,940204,5.05,-125.04,-4.8,2.5,85.6,26.36,26.76,0
1628,150304,150305,96,10,29,961029,7.97,-154.98,-2.6,-3.3,81.8,27.06,28.8,0
1629,122594,122595,93,6,19,930619,-4.97,-109.99,-5.9,3.2,78.3,26.44,26.59,0
1630,76354,76355,92,2,19,920219,-2.03,-137.89,-3.8,-1.5,84.4,27.35,28.64,0
1631,166449,166450,97,1,9,970109,-8.28,-154.96,5.9,-4.4,84.4,26.58,28.78,0
1632,86045,86046,95,9,3,950903,-1.94,164.4,-4.4,-3.2,82.6,27.61,28.99,0
1633,138136,138137,96,4,15,960415,-5,-170.02,-4.9,-0.2,80.4,27.68,28.51,0
1634,80400,80401,97,12,17,971217,-2,-154.99,-3.8,-3.1,79.8,29.13,29.67,0
1635,146214,146215,95,10,2,951002,8.06,-110.13,2.1,8.4,81.8,26.16,27.29,0
1636,124414,124415,92,9,21,920921,-5.03,-124.87,-6.7,1.1,80.5,25.58,25.55,0
1637,60850,60851,93,3,11,930311,2.06,164.99,0.2,5.4,80.1,28.62,28.96,0
1638,162417,162418,97,11,8,971108,-8.05,-109.93,-5.9,2.6,79.1,25.73,26.29,0
1639,174045,174046,97,4,21,970421,-8.01,-95.12,-6.5,2.6,80.2,26.68,27.17,0
1640,129817,129818,94,3,30,940330,-4.99,-154.98,-3.7,-2,74.1,28.23,28.68,0
1641,45451,45452,97,5,19,970519,1.98,-125.05,-5.8,1.5,84.3,27.77,27.97,0
1642,176297,176298,93,7,29,930729,9,-140.25,-1.1,0.4,74.7,27.98,28.58,0
1643,163398,163399,94,10,16,941016,-7.99,-124.99,-6.7,-0.3,79.2,26.03,26.23,0
1644,45231,45232,96,10,11,961011,1.99,-125.08,-5,2.5,86.1,23.15,23.98,0
1645,166535,166536,97,4,5,970405,-8.28,-154.98,-4,-2.9,74.4,28.54,28.88,0
1646,139069,139070,93,8,6,930806,-4.97,-179.88,-3.4,1.6,78.8,28.62,29.81,0
1647,164960,164961,92,10,27,921027,-8.27,-154.96,-2.3,-1.1,84.4,25.75,29.01,0
1648,167358,167359,93,1,21,930121,-7.98,164.99,-3.9,2.1,86.3,27.76,29.16,0
1649,24671,24672,93,2,22,930222,0.32,165.66,-2.1,0.1,76.3,28.3,29.24,0
1650,127300,127301,94,4,8,940408,-4.98,-139.92,-6.4,0.5,82.6,28.12,28.4,0
1651,29040,29041,94,9,18,940918,-0.04,-170.04,-3.3,0.2,75.4,28.53,29.27,0
1652,136251,136252,96,7,14,960714,-5,165.2,-5.6,0.5,79,29.04,29.52,0
1653,135869,135870,95,4,6,950406,-4.98,165.18,0.9,-2,82.9,28.69,29.93,0
1654,151106,151107,95,7,13,950713,8.03,156.02,-3,0.8,86,27.49,29.01,0
1655,51732,51733,92,9,1,920901,1.98,146.98,-0.3,2.3,79.3,28.1,29.48,0
1656,116476,116477,97,6,1,970601,4.97,-169.95,-1.5,-5.1,82.3,26.62,29.13,0
1657,114651,114652,92,3,21,920321,4.99,-169.98,-5.9,-5.4,85.9,27.07,28.3,0
1658,164238,164239,97,2,12,970212,-7.97,-125.02,-7.5,-1.3,82.2,25.99,26.09,0
1659,123136,123137,94,12,13,941213,-5,-109.99,-7,3,81.6,24.51,24.75,0
1660,42934,42935,96,3,28,960328,2.04,-110.11,-5.7,0.5,88,25.03,25.78,0
1661,173945,173946,97,1,11,970111,-8.03,-95.09,-2.7,0,75.6,23.06,23.97,0
1662,63995,63996,96,7,25,960725,1.96,-170.02,-5.8,0.7,80.9,27.62,28.27,0
1663,99457,99458,98,5,17,980517,5.14,-124.88,-3.4,-2.5,96.3,26.33,28.1,0
1664,4719,4720,95,3,20,950320,0.02,-109.99,-1.2,0.8,93.6,24.42,24.31,0
1665,13619,13620,93,11,23,931123,0.04,-139.99,-6,-0.1,81,25.31,25.7,0
1666,108659,108660,98,6,5,980605,4.98,-154.94,-5.9,-0.3,86.3,27.39,28.49,0
1667,148719,148720,97,4,1,970401,8.03,-125.02,-7.2,-5.9,80.1,27.08,27.3,0
1668,153278,153279,93,5,7,930507,8.05,165.08,-6.8,-3.1,79.2,27.66,27.97,0
1669,124466,124467,92,11,12,921112,-5.04,-124.9,-4.7,0.8,87.9,23.92,24.18,0
1670,81178,81179,93,7,17,930717,-1.98,156,-4.3,-1.1,82.8,27.86,28.75,0
1671,19033,19034,96,12,26,961226,-0.01,-155.03,-7.5,-0.9,78.1,25.73,25.85,0
1672,93162,93163,98,5,29,980529,-1.97,-95.02,-3.6,1.2,93.2,24.68,24.64,0
1673,174255,174256,97,11,17,971117,-8.01,-95.1,-6.8,4.8,78.1,24.63,25.93,0
1674,89119,89120,97,12,5,971205,-2.16,-170,10.7,0.5,85.5,28.29,29.24,0
1675,170787,170788,96,10,20,961020,-8,-170.05,-1.9,-2.4,80.8,27.74,29.08,0
1676,41328,41329,91,5,4,910504,2.04,-110.16,-5.4,2.6,79.7,28.04,28.52,0
1677,17865,17866,93,10,15,931015,0,-155.03,-6,-0.6,78.9,27.4,27.71,0
1678,176406,176407,93,11,15,931115,9,-140.25,-3.1,-2.1,88,26.95,28.54,0
1679,160943,160944,93,10,26,931026,-8.02,-109.93,-6.8,3.4,78.5,24.84,25.09,0
1680,129919,129920,94,7,10,940710,-4.97,-154.98,-5.3,-1,68.7,28.19,28.67,0
1681,128143,128144,96,7,29,960729,-5.02,-139.92,-8.6,-0.5,79.6,27.01,27.08,0
1682,97352,97353,91,12,28,911228,5.11,-124.94,-2.7,2,87.5,26.16,27.3,0
1683,107346,107347,94,10,31,941031,5,-154.93,-0.8,2.2,77.3,28.68,29.85,0
1684,129119,129120,92,5,1,920501,-4.99,-154.99,-3.7,-1.6,80.1,29.09,29.99,0
1685,89252,89253,98,4,17,980417,-2.16,-170.03,-4.6,-5,88.7,27.93,28.99,0
1686,90658,90659,96,11,26,961126,-2,-179.98,-5.6,-3.1,72.9,28.4,28.77,0
1687,110360,110361,96,10,5,961005,4.99,156.07,-1.2,-0.2,80.7,28.09,30.02,0
1688,128527,128528,97,8,17,970817,-4.99,-139.91,-6.6,1,74.4,27.46,28.13,0
1689,156240,156241,96,2,18,960218,8.03,-170.02,-4.9,0,84.5,26.41,27.93,0
1690,122474,122475,93,2,19,930219,-4.99,-110,-3.7,2.4,86.7,26.16,26.68,0
1691,149966,149967,95,6,19,950619,8.18,-154.86,-6.6,-4.1,90,27.73,28.34,0
1692,147623,147624,94,4,1,940401,7.99,-125,-5.2,-3.1,90.6,27.67,28.12,0
1693,131747,131748,92,9,20,920920,-4.99,156.02,-2.4,5.1,78.1,28.43,29.12,0
1694,12651,12652,91,1,7,910107,-0.01,-140.2,-8.2,-0.9,83.6,26.24,26.04,0
1695,72463,72464,92,10,3,921003,-2.03,-124.89,-5.8,-2,78.8,24.64,24.97,0
