,Time,Rad Flow,Fpv Close,Fpv Open,High,Bypass,BpvClose,BpvOpen,Class,Outlier
2094,37,0,80,4,18,0,43,62,18,0
2095,44,0,82,-3,44,0,38,38,0,0
2096,53,5,86,0,54,5,32,32,0,0
2097,55,0,79,0,56,28,24,23,0,0
2098,46,0,83,0,46,5,37,37,0,0
2099,41,0,85,-4,38,0,44,46,2,0
2100,39,-5,86,0,38,0,48,48,0,0
2101,40,0,81,-6,38,0,41,42,2,0
2102,48,-5,100,0,46,-2,52,54,2,0
2103,43,0,89,0,44,20,46,45,0,0
2104,45,2,84,0,44,0,40,41,2,0
2105,55,0,84,0,56,31,29,28,0,0
2106,37,0,79,0,28,5,42,51,8,0
2107,45,-2,78,0,44,0,33,34,2,0
2108,37,0,76,-1,26,-3,39,50,12,0
2109,37,0,77,0,-4,-2,41,83,42,0
2110,47,0,86,0,46,0,38,39,0,0
2111,50,2,91,6,50,0,41,42,0,0
2112,41,-5,76,0,38,-19,35,37,2,0
2113,58,1,106,-3,56,0,49,49,0,0
2114,42,0,79,-19,42,0,36,37,2,0
2115,53,4,87,0,54,1,34,33,0,0
2116,41,0,82,0,42,12,41,41,0,0
2117,46,4,77,0,46,0,31,30,0,0
2118,48,0,83,-4,46,-5,35,37,2,0
2119,51,4,91,0,52,12,40,39,0,0
2120,37,4,81,3,-2,0,43,83,40,0
2121,55,2,86,0,54,0,30,32,2,0
2122,55,0,85,0,54,0,31,31,0,0
2123,46,5,81,0,46,0,35,35,0,0
2124,38,0,92,0,18,2,54,74,20,0
2125,43,0,77,6,42,-13,34,36,2,0
2126,37,0,78,0,6,6,42,73,32,0
2127,37,0,79,0,34,1,42,46,4,0
2128,49,0,95,-3,46,-24,46,48,2,0
2129,46,-5,81,0,46,0,35,35,0,0
2130,57,1,82,0,56,0,25,25,0,0
2131,37,0,76,0,34,7,39,42,4,0
2132,38,0,76,0,36,-22,38,40,2,0
2133,53,2,79,0,52,-12,26,27,2,0
2134,37,0,77,0,36,31,39,41,2,0
2135,50,2,82,-4,50,0,32,33,2,0
2136,37,0,76,0,20,-7,39,55,16,0
2137,41,2,86,0,38,0,45,47,2,0
2138,37,0,79,0,12,-1,43,66,24,0
2139,41,2,76,0,42,9,35,35,0,0
2140,45,0,87,-1,44,0,43,43,0,0
2141,49,0,77,0,50,11,29,28,0,0
2142,83,0,86,0,-4,31,3,92,88,0
2143,37,0,95,0,10,8,58,84,26,0
2144,53,-2,88,0,54,0,34,33,0,0
2145,37,0,76,0,24,5,39,53,14,0
2146,37,-4,86,0,36,0,49,50,0,0
2147,43,-4,84,0,42,0,41,43,2,0
2148,37,0,83,8,0,0,47,83,36,0
2149,41,1,79,0,42,2,38,37,0,0
2150,49,1,83,0,46,-8,34,37,2,0
2151,39,0,83,5,38,0,44,44,0,0
2152,37,0,77,0,-22,15,41,101,60,0
2153,51,0,80,0,50,-8,29,31,2,0
2154,37,1,80,-2,36,0,43,44,2,0
2155,38,1,92,0,12,6,54,79,24,0
2156,46,0,86,1,46,7,40,39,0,0
2157,41,0,83,-1,38,-10,42,44,2,0
2158,48,0,81,-5,46,0,32,34,2,0
2159,46,1,77,0,44,-10,31,33,2,0
2160,42,5,76,0,42,0,35,35,0,0
2161,49,0,81,0,50,-4,32,32,0,0
2162,53,0,81,1,54,0,28,27,0,0
2163,45,2,86,1,44,0,41,42,2,0
2164,41,3,76,0,38,-6,35,37,2,0
2165,37,0,81,0,36,-5,43,44,2,0
2166,37,0,105,0,18,17,68,87,18,0
2167,40,-1,85,0,38,0,45,46,2,0
2168,43,-2,109,-7,42,-8,66,67,2,0
2169,37,4,78,-1,16,1,41,63,22,0
2170,59,3,84,0,60,0,25,24,0,0
2171,38,3,77,0,38,5,39,38,0,0
2172,37,0,76,0,26,4,40,50,10,0
2173,37,0,79,0,12,-14,43,66,24,0
2174,56,3,85,0,54,-12,29,31,2,0
2175,49,0,88,4,46,-11,40,42,2,0
2176,37,0,83,0,8,2,46,75,30,0
2177,62,-1,108,1,60,0,46,49,2,0
2178,48,0,88,1,46,0,39,41,2,0
2179,41,-1,83,-1,38,-10,42,44,2,0
2180,45,-1,84,0,46,15,38,37,0,0
2181,45,0,86,0,46,31,40,39,0,0
2182,46,0,76,6,46,0,30,30,0,0
2183,49,0,95,0,50,11,47,46,0,0
2184,51,0,79,0,52,8,27,27,0,0
2185,56,0,79,0,54,-30,23,24,2,0
2186,45,0,84,0,46,27,39,38,0,0
2187,55,0,96,0,54,1,41,42,2,0
2188,37,-27,106,0,34,28,69,72,4,0
2189,37,0,83,0,2,-15,46,80,34,0
2190,43,-1,86,0,42,-8,43,45,2,0
2191,37,0,78,-7,0,0,42,78,36,0
2192,37,0,95,-1,16,8,58,80,22,0
2193,49,0,82,0,50,28,33,33,0,0
2194,37,0,76,0,26,-2,39,50,12,0
2195,37,3,77,0,36,10,40,41,0,0
2196,55,4,89,0,54,0,34,35,0,0
2197,37,-4,78,0,36,0,41,42,0,0
2198,55,0,81,0,54,0,25,26,2,0
2199,54,-3,81,0,54,0,27,26,0,0
2200,37,0,76,0,28,-20,39,47,8,0
2201,45,0,81,-2,44,-4,37,37,0,0
2202,59,0,84,0,56,-3,25,27,2,0
2203,45,0,108,0,46,15,62,61,0,0
2204,39,0,93,1,34,0,55,60,6,0
2205,37,-3,102,0,36,8,65,66,2,0
2206,54,1,80,0,54,0,26,26,0,0
2207,52,-5,102,0,52,0,50,50,0,0
2208,45,0,83,0,44,5,38,39,0,0
2209,45,4,79,0,44,0,33,35,2,0
2210,55,-1,87,1,54,0,32,33,0,0
2211,48,-1,83,0,46,0,35,37,2,0
2212,51,0,79,0,50,-22,27,30,2,0
2213,40,0,79,6,38,0,38,40,2,0
2214,42,2,79,1,42,0,36,37,2,0
2215,37,0,76,0,34,15,39,43,4,0
2216,46,0,83,0,46,7,37,36,0,0
2217,64,3,113,0,64,22,48,48,0,0
2218,46,0,86,-3,46,0,40,39,0,0
2219,52,2,84,0,52,0,32,32,0,0
2220,46,-1,86,-1,44,-30,41,42,2,0
2221,45,-5,83,0,44,53,38,39,0,0
2222,46,0,79,3,46,0,33,33,0,0
2223,44,0,76,0,44,2,32,32,0,0
2224,41,0,79,6,38,-21,38,41,2,0
2225,42,4,86,0,42,0,44,45,2,0
2226,37,0,79,0,28,28,43,51,8,0
2227,58,0,107,0,56,0,49,50,0,0
2228,43,0,89,0,42,-8,46,48,2,0
2229,45,0,80,2,44,0,35,36,0,0
2230,49,1,80,0,46,-13,31,34,2,0
2231,37,0,84,0,24,-1,47,61,14,0
2232,55,-1,79,0,54,-1,23,24,2,0
2233,59,-5,84,0,60,6,25,24,0,0
2234,56,0,96,0,54,-3,40,42,2,0
2235,38,5,79,0,36,-18,41,43,2,0
2236,43,-2,81,-3,42,-5,37,39,2,0
2237,43,0,79,0,44,18,36,35,0,0
2238,37,0,77,1,36,17,40,41,0,0
2239,37,0,81,0,24,17,44,57,14,0
2240,45,-2,80,0,46,3,35,34,0,0
2241,56,5,79,0,54,0,23,24,2,0
2242,44,0,86,-1,44,5,42,42,0,0
2243,48,1,86,0,46,0,38,39,2,0
2244,37,0,102,0,36,5,65,66,2,0
2245,45,0,76,0,44,-20,30,32,2,0
2246,53,-1,85,0,54,6,32,31,0,0
2247,37,0,97,0,20,-23,60,77,16,0
2248,37,0,79,0,2,-2,43,77,34,0
2249,46,5,77,1,46,1,31,31,0,0
2250,43,0,77,-6,42,-1,34,35,2,0
2251,40,-3,80,0,38,0,40,41,2,0
2252,37,0,77,0,-14,6,40,92,52,0
2253,46,0,85,3,44,-30,39,41,2,0
2254,37,-4,106,-7,30,-6,69,75,6,0
2255,42,3,88,0,42,0,47,47,0,0
2256,43,5,86,0,42,0,42,44,2,0
2257,46,4,107,-2,46,1,61,60,0,0
2258,50,-2,81,0,50,0,31,32,0,0
2259,56,0,86,5,56,0,30,30,0,0
2260,37,0,106,0,28,-15,69,78,8,0
2261,45,0,76,0,46,29,30,29,0,0
2262,56,0,96,0,54,3,40,42,2,0
2263,45,-3,77,0,46,21,31,30,0,0
2264,37,0,75,0,36,4,37,39,2,0
2265,44,1,79,3,44,20,36,35,0,0
2266,41,0,84,0,42,13,44,43,0,0
2267,49,2,77,0,46,-10,29,31,2,0
2268,42,4,75,0,42,1,33,34,0,0
2269,37,-1,76,0,36,-8,38,39,2,0
2270,41,2,79,0,42,15,38,38,0,0
2271,39,3,81,6,38,0,42,43,0,0
2272,41,0,77,0,38,-27,36,39,2,0
2273,42,0,86,-7,42,0,44,45,0,0
2274,56,3,81,0,56,22,25,24,0,0
2275,52,0,88,0,52,0,36,36,0,0
2276,37,0,78,0,10,-11,42,68,26,0
2277,37,0,74,0,28,1,38,46,8,0
2278,47,0,84,1,46,0,37,38,0,0
2279,39,1,80,-1,38,-2,41,41,0,0
2280,37,4,79,4,16,0,41,63,22,0
2281,37,0,82,-6,8,0,45,74,30,0
2282,37,0,77,0,6,-22,40,72,32,0
2283,37,0,77,-6,30,8,40,46,6,0
2284,49,-4,87,0,50,0,38,38,0,0
2285,37,0,95,0,18,2,58,77,20,0
2286,59,0,87,0,60,9,28,28,0,0
2287,55,5,82,0,54,0,26,28,2,0
2288,37,0,82,0,34,-20,45,48,2,0
2289,42,1,79,1,42,0,36,37,2,0
2290,37,0,81,0,10,-20,45,71,26,0
2291,51,3,88,0,50,-19,36,39,2,0
2292,44,-1,76,-5,44,0,31,32,0,0
2293,41,26,78,0,38,0,37,39,2,0
2294,37,0,78,0,18,-13,42,60,18,0
2295,54,-2,77,0,54,0,23,23,0,0
2296,37,0,84,0,24,-5,47,61,14,0
2297,45,0,76,0,44,-11,31,32,2,0
2298,45,0,77,0,46,15,31,30,0,0
2299,37,0,105,-7,34,0,68,71,4,0
2300,39,0,81,-1,38,0,42,43,0,0
2301,39,0,78,1,38,0,39,39,0,0
2302,38,4,79,0,36,0,41,43,2,0
2303,38,3,90,0,6,-15,52,84,32,0
2304,45,0,88,-37,46,-302,42,41,0,0
2305,37,0,96,2,24,0,59,73,14,0
2306,49,0,84,0,46,-3,36,38,2,0
2307,37,0,80,0,16,0,43,65,22,0
2308,44,1,81,0,44,3,37,37,0,0
2309,54,0,81,0,54,-1,27,27,0,0
2310,49,0,83,0,46,-16,34,36,2,0
2311,37,0,77,-7,28,0,40,48,8,0
2312,46,1,86,0,44,-22,40,42,2,0
2313,45,0,74,-4,44,0,30,30,0,0
2314,46,0,81,0,46,0,35,34,0,0
2315,53,-2,83,0,54,13,30,29,0,0
2316,46,5,90,0,44,-18,44,46,2,0
2317,45,0,78,0,44,0,34,34,0,0
2318,37,0,76,0,30,-15,40,45,6,0
2319,39,0,88,0,38,0,49,50,0,0
2320,37,0,80,0,12,18,43,67,24,0
2321,43,0,86,0,42,-17,42,44,2,0
2322,46,0,80,0,46,0,34,34,0,0
2323,45,0,88,0,44,-5,42,44,2,0
2324,48,-1,83,0,46,-2,34,36,2,0
2325,61,0,111,0,60,0,50,51,2,0
2326,41,1,102,0,42,2,61,60,0,0
2327,37,0,80,8,18,0,43,62,18,0
2328,41,0,86,0,42,23,46,45,0,0
2329,37,0,76,0,34,16,39,43,4,0
2330,37,0,77,2,30,10,41,46,6,0
2331,37,0,75,0,34,10,38,41,4,0
2332,42,0,86,-6,42,0,44,45,0,0
2333,44,0,75,0,44,10,31,31,0,0
2334,54,0,81,2,54,0,26,26,0,0
2335,40,0,89,0,38,-4,49,50,2,0
2336,51,0,102,0,50,-20,51,53,2,0
2337,105,4,106,0,70,0,1,36,34,0
2338,47,-70,86,0,46,0,39,39,0,0
2339,52,0,82,0,52,0,29,30,0,0
2340,42,0,81,2,42,0,38,39,2,0
2341,58,5,97,0,56,0,39,40,2,0
2342,50,-2,79,0,50,0,28,30,2,0
2343,57,5,86,0,56,0,29,30,0,0
2344,44,3,93,0,44,13,50,50,0,0
2345,43,3,85,-1,42,-2,42,44,2,0
2346,39,0,76,-1,38,-1,37,37,0,0
2347,58,-3,108,0,56,-2,49,51,2,0
2348,37,0,75,0,36,23,38,39,0,0
2349,37,0,77,0,20,11,41,57,16,0
2350,37,0,80,5,2,0,43,77,34,0
2351,37,0,76,0,30,27,39,45,6,0
2352,46,5,76,0,46,5,30,30,0,0
2353,37,0,76,4,28,-3,39,48,8,0
2354,56,-2,84,0,56,0,28,28,0,0
2355,37,0,81,1,38,18,43,42,0,0
2356,43,-1,99,0,42,-8,56,58,2,0
2357,37,0,82,4,34,0,45,48,2,0
2358,45,-1,81,0,44,-11,36,37,2,0
2359,52,3,91,0,52,0,39,39,0,0
2360,37,1,76,0,28,0,39,47,8,0
2361,37,0,84,8,26,0,48,59,12,0
2362,48,0,80,0,50,23,32,31,0,0
2363,55,2,77,0,54,0,22,23,0,0
2364,39,4,83,2,38,0,44,44,0,0
2365,53,-1,87,0,54,7,34,33,0,0
2366,41,0,80,-5,42,1,39,39,0,0
2367,37,0,79,0,18,26,43,61,18,0
2368,40,2,97,0,38,0,56,58,2,0
2369,53,1,81,0,54,4,27,26,0,0
2370,48,0,88,-1,46,-1,40,42,2,0
2371,37,0,90,-2,8,22,52,82,30,0
2372,43,0,108,0,42,-1,64,66,2,0
2373,43,0,89,-2,42,0,46,48,2,0
2374,54,0,84,0,54,0,31,30,0,0
2375,53,0,102,0,54,3,49,48,0,0
2376,44,0,86,0,42,-28,42,44,2,0
2377,37,0,77,0,26,-19,40,51,12,0
2378,41,0,84,4,38,-5,43,45,2,0
2379,41,0,77,0,38,-5,36,38,2,0
2380,37,0,95,5,10,0,58,84,26,0
2381,37,-4,82,0,36,0,45,46,0,0
2382,37,0,84,0,26,-30,47,58,10,0
2383,53,0,84,0,52,-27,31,32,2,0
2384,55,0,83,0,54,-11,27,28,2,0
2385,37,0,79,0,10,-4,42,68,26,0
2386,48,-2,82,0,46,0,34,35,2,0
2387,37,4,80,0,18,-4,43,62,20,0
2388,56,0,96,-2,56,0,40,39,0,0
2389,55,4,89,0,54,0,34,35,2,0
2390,37,0,83,-7,30,1,46,52,6,0
2391,44,1,83,-4,44,8,39,39,0,0
2392,41,0,85,-5,38,0,44,46,2,0
2393,37,0,76,2,26,-25,40,50,10,0
2394,44,0,87,6,44,0,43,43,0,0
2395,37,0,77,0,26,26,40,51,12,0
2396,37,0,79,0,12,-21,42,66,24,0
2397,43,0,76,0,44,30,32,32,0,0
2398,50,5,86,0,50,0,36,37,2,0
2399,45,4,93,0,44,0,48,50,2,0
2400,48,0,83,5,46,0,35,37,2,0
2401,48,0,85,0,46,-10,37,39,2,0
2402,41,-5,86,0,38,-11,45,47,2,0
2403,47,0,76,0,46,0,29,29,0,0
2404,49,-5,89,0,46,-30,40,42,2,0
2405,51,-3,77,0,52,0,26,26,0,0
2406,43,0,76,-5,42,0,33,35,2,0
2407,41,3,102,0,38,0,61,63,2,0
2408,37,0,105,0,36,2,68,69,2,0
2409,41,-1,75,0,42,15,34,34,0,0
2410,44,4,85,1,44,0,41,41,0,0
2411,37,0,77,0,18,27,40,59,18,0
2412,37,0,75,0,20,18,38,54,16,0
2413,50,4,83,0,50,0,33,34,0,0
2414,48,4,81,4,46,0,32,34,2,0
2415,50,1,105,-7,50,0,55,56,0,0
2416,52,0,83,0,52,-3,30,31,0,0
2417,37,0,83,0,10,-14,46,72,26,0
2418,37,0,107,0,28,-8,69,78,8,0
2419,37,0,80,-1,38,15,43,41,0,0
2420,39,1,77,0,38,0,39,39,0,0
2421,41,0,82,-1,42,9,41,41,0,0
2422,41,2,77,0,38,0,37,39,2,0
2423,37,0,97,0,26,20,60,71,12,0
2424,41,0,77,5,42,0,36,35,0,0
2425,56,0,95,0,54,-29,39,41,2,0
2426,37,0,83,0,38,12,45,44,0,0
2427,55,0,82,5,54,0,26,28,2,0
2428,50,-2,88,0,50,0,37,39,2,0
2429,37,0,80,0,30,15,43,49,6,0
2430,48,0,82,0,50,22,34,33,0,0
2431,44,1,76,0,44,13,32,32,0,0
2432,46,2,83,0,46,8,37,36,0,0
2433,45,3,108,0,46,20,62,61,0,0
2434,39,1,94,5,38,0,55,55,0,0
2435,44,0,89,0,44,13,45,45,0,0
2436,37,4,76,0,24,31,39,53,14,0
2437,48,-2,86,0,46,-9,37,39,2,0
2438,48,0,83,-2,46,-3,35,37,2,0
2439,45,0,93,0,44,-21,48,50,2,0
2440,47,5,84,0,46,0,37,38,0,0
2441,55,0,93,2,54,0,37,39,2,0
2442,48,0,81,-3,46,0,33,35,2,0
2443,41,0,79,1,38,-10,38,40,2,0
2444,46,-2,90,0,46,0,44,44,0,0
2445,37,0,83,0,-2,-11,46,85,40,0
2446,46,0,88,0,46,4,42,41,0,0
2447,38,3,76,0,38,27,38,37,0,0
2448,48,0,86,0,50,21,38,37,0,0
2449,37,0,78,0,8,-1,41,70,30,0
2450,51,0,78,-2,50,-8,27,29,2,0
2451,56,-4,80,0,56,4,24,23,0,0
2452,49,5,81,0,50,28,33,32,0,0
2453,48,0,106,0,46,-6,58,60,2,0
2454,84,4,87,4,-4,0,3,92,88,0
2455,37,-5,97,0,36,0,61,61,0,0
2456,41,1,81,0,42,4,39,39,0,0
2457,37,0,83,0,12,-13,46,70,24,0
2458,44,0,82,0,44,3,38,38,0,0
2459,37,0,80,0,12,20,43,67,24,0
2460,45,0,77,0,46,27,32,31,0,0
2461,37,0,79,0,8,-21,42,71,28,0
2462,46,3,86,0,46,2,40,39,0,0
2463,37,0,93,0,28,7,55,64,8,0
2464,48,-1,86,0,46,0,39,40,2,0
2465,45,0,85,0,46,23,40,39,0,0
2466,43,-1,77,0,42,-21,34,35,2,0
2467,37,0,78,0,16,23,42,63,22,0
2468,37,0,76,4,28,-11,40,48,8,0
2469,37,0,44,-83,24,1,7,20,14,0
2470,37,0,76,0,34,-16,39,43,4,0
2471,44,4,79,0,44,11,35,35,0,0
2472,37,-4,81,0,36,-1,44,44,0,0
2473,37,0,79,0,10,-8,42,69,26,0
2474,56,0,95,0,54,-6,40,41,2,0
2475,41,4,78,0,42,12,37,37,0,0
2476,46,0,107,0,46,7,61,60,0,0
2477,49,5,86,0,46,-13,38,40,2,0
2478,45,0,88,1,44,1,43,44,2,0
2479,43,1,76,0,42,-6,33,35,2,0
2480,56,1,79,0,54,-13,23,24,2,0
2481,41,0,81,0,42,16,40,39,0,0
2482,42,-5,106,0,42,0,64,64,0,0
2483,42,2,82,1,42,0,40,41,0,0
2484,43,0,81,0,42,0,37,39,2,0
2485,51,3,87,0,50,0,36,38,2,0
2486,41,-2,86,0,42,11,45,44,0,0
2487,43,0,81,0,44,6,37,37,0,0
2488,41,0,79,0,38,-3,38,40,2,0
2489,56,-1,81,0,56,1,25,24,0,0
2490,37,0,82,0,36,-8,45,46,2,0
2491,37,0,76,1,28,-1,39,47,8,0
2492,40,4,86,0,38,0,46,48,2,0
2493,48,0,76,0,46,0,28,30,2,0
2494,37,0,103,0,30,-3,66,72,6,0
2495,49,1,77,0,50,6,28,28,0,0
2496,41,0,79,-2,42,21,39,38,0,0
2497,37,0,95,-1,16,6,58,79,22,0
2498,55,0,86,-3,54,0,31,32,2,0
2499,37,0,106,1,26,24,68,80,12,0
2500,37,0,76,0,24,-25,39,52,14,0
2501,37,0,77,0,26,-24,40,51,10,0
2502,37,0,78,0,34,31,41,45,4,0
2503,37,3,76,0,36,0,40,40,0,0
2504,55,5,89,0,54,0,34,35,0,0
2505,40,-5,76,0,38,-1,36,37,2,0
2506,37,0,76,0,36,-22,39,40,2,0
2507,101,0,102,0,72,14,1,29,28,0
2508,37,0,77,0,36,423,39,41,2,0
2509,37,0,77,0,-20,-6,41,98,58,0
2510,37,0,106,0,20,-15,69,85,16,0
2511,45,0,84,2,46,21,39,38,0,0
2512,49,0,81,0,46,-8,32,34,2,0
2513,44,4,86,4,44,13,43,42,0,0
2514,49,1,87,0,46,-6,38,41,2,0
2515,42,2,75,0,42,0,32,34,2,0
2516,37,0,76,0,34,14,39,43,4,0
2517,55,0,81,-2,54,-5,25,26,2,0
2518,44,0,97,0,44,8,53,53,0,0
2519,49,0,77,0,46,-23,28,30,2,0
2520,48,-3,100,0,46,-1,52,54,2,0
2521,42,-3,83,0,42,0,41,41,0,0
2522,39,-6,90,1,6,0,52,85,34,0
2523,56,0,90,0,56,8,34,33,0,0
2524,45,0,87,6,44,-19,42,43,2,0
2525,49,-1,81,0,46,-15,33,35,2,0
2526,52,2,82,0,52,0,29,30,0,0
2527,37,0,107,4,36,0,70,71,0,0
2528,45,0,85,6,44,-11,40,41,2,0
2529,105,2,106,1,70,-27,1,36,34,0
2530,49,1,88,0,50,25,39,39,0,0
2531,45,2,88,0,44,-1,42,44,2,0
2532,44,4,79,0,44,19,35,35,0,0
2533,37,0,106,6,26,27,68,80,12,0
2534,37,0,79,0,16,22,43,64,22,0
2535,37,0,93,0,10,30,55,82,28,0
2536,53,-1,86,0,54,4,33,32,0,0
2537,46,-2,107,0,46,0,61,60,0,0
2538,37,0,77,1,38,24,39,38,0,0
2539,44,-41,88,0,44,0,44,44,0,0
2540,83,0,86,0,-4,-3,4,92,88,0
2541,41,0,83,0,38,-15,41,44,2,0
2542,53,0,81,1,54,19,28,26,0,0
2543,37,0,97,0,36,4,59,60,2,0
2544,37,0,106,14,26,-5,69,80,12,0
2545,46,1,83,0,44,-12,37,39,2,0
2546,41,0,81,-2,42,23,40,39,0,0
2547,42,-2,99,0,42,0,57,58,2,0
2548,51,-4,81,0,50,-12,30,32,2,0
2549,49,1,85,0,50,10,36,36,0,0
2550,53,0,82,0,52,-21,29,30,2,0
2551,37,0,83,0,34,-7,46,49,2,0
2552,45,-1,85,0,44,0,40,41,2,0
2553,43,5,75,0,42,0,32,34,2,0
2554,41,-3,77,0,38,-17,36,38,2,0
2555,81,0,84,0,-22,-13,4,108,104,0
2556,43,-2,87,0,42,0,44,46,2,0
2557,52,0,86,-6,52,0,33,34,0,0
2558,53,0,81,0,52,-8,28,30,2,0
2559,39,-4,77,-4,38,0,38,39,0,0
2560,43,2,79,0,42,0,36,37,2,0
2561,42,0,83,4,42,0,41,42,2,0
2562,37,0,95,8,10,0,58,84,26,0
2563,37,0,78,0,24,-26,41,55,14,0
2564,37,0,80,0,20,-15,43,59,16,0
2565,52,-2,81,0,54,31,29,27,0,0
2566,37,0,105,0,16,-11,68,89,22,0
2567,37,0,76,0,36,-17,39,40,2,0
2568,49,4,87,0,50,1,38,38,0,0
2569,46,3,87,0,46,4,41,41,0,0
2570,37,0,94,-4,8,-1,57,86,30,0
2571,83,0,86,-2,-6,-22,3,94,90,0
2572,37,0,75,0,30,15,38,44,6,0
2573,45,0,82,0,46,19,37,35,0,0
2574,37,0,105,0,18,4,68,87,18,0
2575,78,1,81,0,-40,177,4,123,120,0
2576,37,0,77,2,-18,0,41,96,54,0
2577,57,0,86,3,56,0,29,29,0,0
2578,37,0,107,3,30,0,70,76,6,0
2579,39,-1,83,0,38,0,44,44,0,0
2580,53,0,86,-1,54,16,33,32,0,0
2581,37,0,79,0,8,-10,43,72,28,0
2582,45,-1,83,-4,44,-6,38,39,2,0
2583,48,0,85,0,46,-1,37,39,2,0
2584,51,0,77,0,52,16,26,25,0,0
2585,38,2,92,0,26,0,54,66,12,0
2586,44,0,87,0,42,-23,43,46,2,0
2587,51,0,87,0,52,31,36,35,0,0
2588,39,0,107,-3,38,0,68,68,0,0
2589,42,0,77,2,42,0,35,35,0,0
2590,41,0,76,0,42,12,34,34,0,0
2591,41,1,88,-3,38,0,48,50,2,0
2592,41,0,109,1,38,-1,68,70,2,0
2593,46,0,81,4,46,0,35,34,0,0
2594,37,0,80,-6,34,0,43,46,4,0
2595,46,1,87,1,44,-17,41,43,2,0
2596,45,0,82,0,46,10,37,35,0,0
2597,39,4,78,-2,38,0,39,39,0,0
2598,37,0,99,-5,28,0,61,70,8,0
2599,37,0,79,0,34,10,42,46,4,0
2600,37,0,75,-1,24,0,38,52,14,0
2601,43,0,77,-7,42,0,34,35,2,0
2602,42,2,97,0,42,0,55,55,0,0
2603,37,0,78,-7,6,0,41,73,32,0
2604,54,-4,83,0,54,0,29,29,0,0
2605,41,1,79,0,42,11,38,38,0,0
2606,45,5,81,0,44,2,36,37,2,0
2607,37,0,78,0,10,-2,41,68,26,0
2608,37,0,77,0,36,25,40,41,0,0
2609,41,0,81,0,42,17,41,40,0,0
2610,37,-3,79,3,0,0,42,79,36,0
2611,49,0,87,0,50,10,38,38,0,0
2612,49,0,82,0,50,9,33,33,0,0
2613,41,3,97,0,42,5,55,55,0,0
2614,41,0,84,0,42,18,44,43,0,0
2615,45,-3,81,1,46,11,36,35,0,0
2616,44,0,90,4,44,3,47,46,0,0
2617,55,0,82,1,54,69,26,28,2,0
2618,48,0,77,0,50,21,29,28,0,0
2619,53,3,81,0,54,17,28,27,0,0
2620,56,2,88,0,54,-4,32,33,2,0
2621,37,0,77,-2,-12,-1,40,90,50,0
2622,44,3,76,0,44,19,32,32,0,0
2623,51,0,79,4,52,1,27,27,0,0
2624,45,0,77,-1,44,0,32,33,2,0
2625,37,0,107,2,36,0,69,71,2,0
2626,39,3,80,-4,38,0,41,41,0,0
2627,51,5,102,0,50,0,51,53,2,0
2628,37,0,77,3,36,6,41,41,0,0
2629,45,5,81,4,44,0,37,37,0,0
2630,37,0,106,-1,36,0,69,70,0,0
2631,45,-1,81,-4,44,-7,36,37,2,0
2632,38,1,93,-3,38,0,55,55,0,0
2633,47,0,76,3,46,0,28,29,0,0
2634,37,0,77,-1,36,-8,39,41,2,0
2635,56,0,86,0,54,-23,31,32,2,0
2636,107,3,108,0,72,3,1,36,34,0
2637,37,-1,76,0,38,11,38,37,0,0
2638,46,0,79,0,44,-19,34,35,2,0
2639,48,3,102,0,46,0,53,55,2,0
2640,63,1,111,3,62,0,48,49,2,0
2641,47,1,85,1,46,0,38,39,0,0
2642,37,0,76,-4,28,-1,39,47,8,0
2643,39,0,78,8,38,0,39,39,0,0
2644,44,2,83,0,42,-14,40,42,2,0
2645,37,0,76,-2,30,-2,39,45,6,0
2646,39,0,77,8,38,0,38,38,0,0
2647,37,0,75,0,34,5,38,41,2,0
2648,37,0,78,0,0,-13,42,78,36,0
2649,51,-5,80,-2,50,-34,29,31,2,0
2650,56,1,84,0,56,22,28,27,0,0
2651,41,0,82,0,38,-22,41,43,2,0
2652,48,0,88,2,46,0,40,42,2,0
2653,46,0,84,4,46,7,38,37,0,0
2654,53,0,87,-6,52,-7,34,35,2,0
2655,42,5,106,0,42,1,65,65,0,0
2656,45,4,83,-6,44,0,38,39,2,0
2657,37,-2,76,0,38,7,39,37,0,0
2658,37,0,97,0,24,-14,60,73,14,0
2659,42,0,79,-3,42,0,38,38,0,0
2660,46,0,86,2,46,10,40,39,0,0
2661,37,-1,81,0,36,0,44,45,0,0
2662,51,-3,90,0,52,5,38,38,0,0
2663,40,-3,79,0,38,0,39,40,2,0
2664,49,0,79,1,50,0,30,30,0,0
2665,42,4,80,0,42,0,38,39,0,0
2666,37,0,97,0,34,3,60,64,4,0
2667,37,0,106,0,36,23,68,69,2,0
2668,41,0,75,0,42,7,34,34,0,0
2669,51,0,86,0,52,13,36,35,0,0
2670,49,5,77,0,46,-8,28,30,2,0
2671,37,0,84,2,28,-19,47,55,8,0
2672,43,1,82,0,42,0,39,41,2,0
2673,46,2,86,0,44,-24,40,42,2,0
2674,41,0,109,6,38,0,68,70,2,0
2675,56,0,88,0,54,-6,32,33,2,0
2676,51,0,84,0,52,4,33,32,0,0
2677,46,-5,77,-4,46,0,31,30,0,0
2678,38,2,77,0,38,0,39,39,0,0
2679,37,0,77,8,36,-3,39,41,2,0
2680,53,2,78,0,52,-3,25,26,2,0
2681,37,0,95,0,10,16,58,84,26,0
2682,42,2,83,0,42,0,41,42,2,0
2683,45,-1,83,0,46,8,37,36,0,0
